kills,deaths,assists,dragons,opp_dragons,elders,opp_elders,heralds,opp_heralds,barons,opp_barons,towers,opp_towers,inhibitors,opp_inhibitors,gold_diff,side
15,20,32,3,1,0,0,0,2,0,1,3,7,0,1,-10.335,1
2,9,6,0,4,0,0,1,1,0,1,1,9,0,1,-11.423,0
9,2,20,4,0,0,0,1,1,1,0,9,1,1,0,11.423,1
18,7,30,3,1,0,0,1,1,2,0,11,3,3,0,13.867,0
7,18,13,1,3,0,0,1,1,0,2,3,11,0,3,-13.867,1
11,13,23,1,4,0,0,1,1,0,1,4,11,0,3,-9.274,0
13,11,24,4,1,0,0,1,1,1,0,11,4,3,0,9.274,1
6,13,15,3,2,0,0,2,0,1,0,1,10,0,1,-10.341,0
13,6,33,2,3,0,0,0,2,0,1,10,1,1,0,10.341,1
13,6,30,3,3,0,0,2,0,2,1,10,3,2,0,7.096,0
6,13,17,3,3,0,0,0,2,1,2,3,10,0,2,-7.096,1
15,4,32,2,1,0,0,1,1,1,0,9,2,1,0,11.429,0
4,15,3,1,2,0,0,1,1,0,1,2,9,0,1,-11.429,1
9,15,24,1,4,0,0,0,2,0,2,2,10,0,1,-10.82,0
15,9,26,4,1,0,0,2,0,2,0,10,2,1,0,10.82,1
7,17,12,0,4,0,0,2,0,0,2,5,11,0,3,-9.425,0
17,7,41,4,0,0,0,0,2,2,0,11,5,3,0,9.425,1
5,15,12,0,4,0,0,1,1,0,2,3,9,0,2,-12.002,0
15,5,41,4,0,0,0,1,1,2,0,9,3,2,0,12.002,1
5,9,12,1,4,0,0,1,1,2,0,1,7,0,1,-5.438,0
9,5,18,4,1,0,0,1,1,0,2,7,1,1,0,5.438,1
2,15,2,0,5,0,1,1,1,0,1,1,10,0,1,-15.314,0
15,2,29,5,0,1,0,1,1,1,0,10,1,1,0,15.314,1
5,12,9,1,3,0,0,1,1,0,1,1,9,0,2,-11.079,0
12,5,27,3,1,0,0,1,1,1,0,9,1,2,0,11.079,1
18,10,40,3,2,0,0,1,1,1,0,8,5,1,0,4.854,0
10,18,22,2,3,0,0,1,1,0,1,5,8,0,1,-4.854,1
12,22,19,2,2,0,0,1,1,0,1,4,8,0,1,-10.101,0
22,12,39,2,2,0,0,1,1,1,0,8,4,1,0,10.101,1
23,12,58,2,4,0,0,1,1,1,2,10,8,2,2,8.81,0
12,23,24,4,2,0,0,1,1,2,1,8,10,2,2,-8.81,1
5,17,9,1,3,0,0,0,2,0,1,2,11,0,2,-11.341,0
17,5,35,3,1,0,0,2,0,1,0,11,2,2,0,11.341,1
2,15,7,2,3,0,0,1,1,0,1,1,11,0,3,-14.528,0
15,3,40,3,2,0,0,1,1,1,0,11,1,3,0,14.528,1
22,10,61,4,1,0,0,1,1,2,0,11,4,3,0,10.088,0
10,22,27,1,4,0,0,1,1,0,2,4,11,0,3,-10.088,1
14,3,34,3,1,0,0,2,0,1,0,10,2,2,0,11.358,0
3,14,4,1,3,0,0,0,2,0,1,2,10,0,2,-11.358,1
18,3,34,4,0,0,0,1,1,0,0,7,2,1,0,9.326,0
3,18,5,0,4,0,0,1,1,0,0,2,7,0,1,-9.326,1
27,4,50,3,0,0,0,2,0,1,0,9,0,1,0,18.442,0
4,27,11,0,3,0,0,0,2,0,1,0,9,0,1,-18.442,1
7,15,9,1,3,0,0,0,1,0,2,2,11,0,2,-11.051,0
15,7,30,3,1,0,0,1,0,2,0,11,2,2,0,11.051,1
13,5,31,2,3,0,0,1,1,2,0,8,2,1,0,9.203,0
5,13,8,3,2,0,0,1,1,0,2,2,8,0,1,-9.203,1
6,17,14,2,2,0,0,0,2,0,2,2,9,0,1,-12.571,0
17,6,30,2,2,0,0,2,0,2,0,9,2,1,0,12.571,1
8,12,15,0,4,0,0,1,1,0,1,2,9,0,1,-6.12,0
12,8,25,4,0,0,0,1,1,1,0,9,2,1,0,6.12,1
2,17,5,2,3,0,0,2,0,0,2,3,11,0,4,-14.37,0
17,2,48,3,2,0,0,0,2,2,0,11,3,4,0,14.37,1
13,9,33,3,3,0,0,0,2,3,0,9,4,1,0,8.064,0
9,13,19,3,3,0,0,2,0,0,3,4,9,0,1,-8.064,1
0,9,0,0,4,0,0,0,2,0,2,4,11,0,3,-10.823,0
9,0,25,4,0,0,0,2,0,2,0,11,4,3,0,10.823,1
12,7,27,2,3,0,0,1,1,2,0,10,2,2,0,10.489,0
7,12,14,3,2,0,0,1,1,0,2,2,10,0,2,-10.489,1
18,9,43,2,2,0,0,1,1,2,0,9,2,1,0,13.434,0
9,18,14,2,2,0,0,1,1,0,2,2,9,0,1,-13.434,1
14,5,27,5,2,1,0,0,2,1,0,8,10,1,3,8.1,0
5,14,8,2,5,0,1,2,0,0,1,10,8,3,1,-8.1,1
3,16,3,2,4,0,0,2,0,0,1,7,9,4,3,-8.024,0
16,3,37,4,2,0,0,0,2,1,0,9,7,3,4,8.024,1
7,19,19,0,4,0,0,2,0,0,1,0,11,0,3,-13.598,0
19,7,42,4,0,0,0,0,2,1,0,11,0,3,0,13.598,1
3,17,7,0,4,0,0,2,0,0,1,2,9,0,2,-13.279,0
17,3,41,4,0,0,0,0,2,1,0,9,2,2,0,13.279,1
10,6,26,2,2,0,0,0,2,1,0,8,5,1,0,3.08,0
5,10,5,2,2,0,0,2,0,0,1,5,8,0,1,-3.08,1
9,15,16,3,3,0,0,0,2,0,2,4,10,0,2,-6.723,0
15,9,38,3,3,0,0,2,0,2,0,10,4,2,0,6.723,1
18,7,41,2,2,0,0,1,1,2,0,10,4,2,0,11.686,0
7,18,14,2,2,0,0,1,1,0,2,4,10,0,2,-11.686,1
17,7,30,4,2,0,0,1,1,2,0,10,2,2,0,11.306,0
7,17,9,2,4,0,0,1,1,0,2,2,10,0,2,-11.306,1
3,16,6,0,4,0,0,0,2,0,1,0,10,0,1,-14.304,0
16,3,28,4,0,0,0,2,0,1,0,10,0,1,0,14.304,1
15,26,32,2,3,0,0,2,0,2,1,4,8,0,1,-10.48,0
26,15,68,3,2,0,0,0,2,1,2,8,4,1,0,10.48,1
20,11,42,3,1,0,0,2,0,1,0,9,1,2,0,11.933,0
11,20,24,1,3,0,0,0,2,0,1,1,9,0,2,-11.933,1
11,14,23,4,3,0,0,1,1,2,1,5,8,0,1,-1.492,0
14,11,34,3,4,0,0,1,1,1,2,8,5,1,0,1.492,1
4,10,10,0,4,0,0,1,1,0,1,2,7,0,1,-9.313,0
10,4,30,4,0,0,0,1,1,1,0,7,2,1,0,9.313,1
3,12,5,3,1,0,0,2,0,0,1,3,8,0,1,-6.975,0
12,3,31,1,3,0,0,0,2,1,0,8,3,1,0,6.975,1
11,16,18,3,3,0,0,2,0,1,1,5,10,0,2,0.768,0
16,11,39,3,3,0,0,0,2,1,1,10,5,2,0,-0.768,1
2,18,5,0,3,0,0,0,2,0,1,2,10,0,2,-15.209,0
18,2,45,3,0,0,0,2,0,1,0,10,2,2,0,15.209,1
19,13,45,4,0,0,0,2,0,2,0,8,4,1,0,6.421,0
13,19,28,0,4,0,0,0,2,0,2,4,8,0,1,-6.421,1
8,19,12,0,3,0,0,0,2,0,1,4,7,0,1,-6.995,0
19,8,42,3,0,0,0,2,0,1,0,7,4,1,0,6.995,1
18,7,39,4,0,0,0,0,2,1,0,9,3,1,0,10.314,0
7,18,15,0,4,0,0,2,0,0,1,3,9,0,1,-10.314,1
2,14,2,0,3,0,0,0,2,0,1,1,9,0,1,-14.886,0
14,2,22,3,0,0,0,2,0,1,0,9,1,1,0,14.886,1
20,7,44,2,2,0,0,2,0,1,0,10,4,2,0,9.734,0
7,20,14,2,2,0,0,0,2,0,1,4,10,0,2,-9.734,1
25,19,57,4,1,0,0,2,0,1,0,10,3,2,0,8.94,0
19,25,33,1,4,0,0,0,2,0,1,3,10,0,2,-8.94,1
7,15,16,0,4,0,0,1,1,1,1,0,11,0,4,-12.194,0
15,7,28,4,0,0,0,1,1,1,1,11,0,4,0,12.194,1
11,20,28,2,3,0,0,2,0,0,2,2,10,0,3,-13.792,0
20,11,51,3,2,0,0,0,2,2,0,10,2,3,0,13.792,1
1,14,3,0,3,0,0,0,2,0,1,0,7,0,1,-12.641,0
14,1,33,3,0,0,0,2,0,1,0,7,0,1,0,12.641,1
8,5,17,4,1,0,0,2,0,1,0,8,0,1,0,11.775,0
5,8,11,1,4,0,0,0,2,0,1,0,8,0,1,-11.775,1
17,6,43,3,3,0,0,2,0,1,0,9,1,1,0,14.416,0
6,17,12,3,3,0,0,0,2,0,1,1,9,0,1,-14.416,1
17,7,35,6,0,2,0,0,2,2,0,10,2,4,0,13.59,0
7,17,9,0,6,0,2,2,0,0,2,2,10,0,4,-13.59,1
13,5,26,3,2,0,0,2,0,2,0,11,1,4,0,13.575,0
5,13,12,2,3,0,0,0,2,0,2,1,11,0,4,-13.575,1
15,10,32,3,1,0,0,2,0,1,0,11,1,3,0,8.555,0
10,15,20,1,3,0,0,0,2,0,1,1,11,0,3,-8.555,1
12,24,29,0,4,0,0,0,2,0,1,1,10,0,1,-14.031,0
24,12,47,4,0,0,0,2,0,1,0,10,1,1,0,14.031,1
18,12,49,1,4,0,0,2,0,1,0,10,1,2,0,10.763,0
12,18,23,4,1,0,0,0,2,0,1,1,10,0,2,-10.763,1
21,3,49,3,1,0,0,2,0,1,0,10,0,2,0,17.365,0
3,21,5,1,3,0,0,0,2,0,1,0,10,0,2,-17.365,1
4,15,11,1,4,0,0,0,2,0,2,2,10,0,1,-14.184,0
15,4,27,4,1,0,0,2,0,2,0,10,2,1,0,14.184,1
16,4,44,5,0,1,0,0,2,1,0,11,3,1,0,11.198,0
4,16,11,0,5,0,1,2,0,0,1,3,11,0,1,-11.198,1
5,17,15,1,4,1,0,0,2,1,1,7,10,0,3,-1.313,0
17,5,42,4,1,0,1,2,0,1,1,10,7,3,0,1.313,1
16,5,42,3,0,0,0,2,0,1,0,11,0,1,0,14.612,0
5,16,14,0,3,0,0,0,2,0,1,0,11,0,1,-14.612,1
4,15,3,0,4,0,0,1,1,0,1,2,11,0,3,-14.106,0
15,4,41,4,0,0,0,1,1,1,0,11,2,3,0,14.106,1
21,9,46,2,3,0,0,1,1,2,0,10,3,1,0,9.6,0
8,21,22,3,2,0,0,1,1,0,2,3,10,0,1,-9.6,1
11,25,25,4,2,0,0,2,0,1,2,7,9,1,1,-7.503,0
25,11,56,2,4,0,0,0,2,2,1,9,7,1,1,7.503,1
13,6,31,4,0,0,0,2,0,1,0,9,3,1,0,9.431,0
6,13,11,0,4,0,0,0,2,0,1,3,9,0,1,-9.431,1
20,7,45,2,2,0,0,1,1,1,0,9,3,1,0,9.824,0
7,20,20,2,2,0,0,1,1,0,1,3,9,0,1,-9.824,1
27,8,57,2,1,0,0,1,1,1,0,10,1,2,0,15.558,0
8,27,16,1,2,0,0,1,1,0,1,1,10,0,2,-15.558,1
20,12,48,3,2,0,0,2,0,2,0,10,4,2,0,7.448,0
12,20,20,2,3,0,0,0,2,0,2,4,10,0,2,-7.448,1
16,8,25,3,1,0,0,0,2,1,0,9,2,1,0,11.411,0
8,16,20,1,3,0,0,2,0,0,1,2,9,0,1,-11.411,1
9,23,22,0,3,0,0,0,2,0,1,1,9,0,2,-13.522,0
23,9,49,3,0,0,0,2,0,1,0,9,1,2,0,13.522,1
7,21,18,1,4,0,0,0,2,0,1,3,8,0,1,-12.297,0
21,7,57,4,1,0,0,2,0,1,0,8,3,1,0,12.297,1
16,7,41,4,0,0,0,1,1,0,1,9,2,1,0,6.051,0
7,16,20,0,4,0,0,1,1,1,0,2,9,0,1,-6.051,1
14,11,36,3,3,0,0,0,2,1,1,8,6,1,0,4.018,0
11,14,20,3,3,0,0,2,0,1,1,6,8,0,1,-4.018,1
9,21,20,0,4,0,0,0,2,0,2,1,10,0,2,-15.44,0
21,9,35,4,0,0,0,2,0,2,0,10,1,2,0,15.44,1
13,2,24,3,0,0,0,2,0,1,0,11,0,4,0,14.406,0
2,13,4,0,3,0,0,0,2,0,1,0,11,0,4,-14.406,1
18,9,38,4,0,0,0,1,1,1,0,11,1,2,0,12.01,0
9,18,14,0,4,0,0,1,1,0,1,1,11,0,2,-12.01,1
20,10,58,5,3,1,0,1,1,1,4,7,7,1,0,2.79,0
10,20,19,3,5,0,1,1,1,4,1,7,7,0,1,-2.79,1
24,10,41,4,2,0,0,1,1,2,0,11,3,3,0,12.812,0
10,24,22,2,4,0,0,1,1,0,2,3,11,0,3,-12.812,1
7,20,12,1,3,0,0,1,0,0,1,2,9,0,1,-9.156,0
19,8,42,3,1,0,0,0,1,1,0,9,2,1,0,9.156,1
22,8,46,3,0,0,0,0,2,1,0,11,0,3,0,16.279,0
8,22,13,0,3,0,0,2,0,0,1,0,11,0,3,-16.279,1
24,11,63,4,1,0,0,2,0,2,0,10,2,2,0,14.057,0
11,24,22,1,4,0,0,0,2,0,2,2,10,0,2,-14.057,1
8,13,16,0,3,0,0,1,1,0,1,5,9,0,1,-5.916,0
13,8,34,3,0,0,0,1,1,1,0,9,5,1,0,5.916,1
18,27,38,3,1,0,0,0,2,0,2,0,11,0,3,-10.119,0
27,18,48,1,3,0,0,2,0,2,0,11,0,3,0,10.119,1
13,7,31,2,4,0,0,1,1,2,0,11,2,3,0,8.524,0
7,13,18,4,2,0,0,1,1,0,2,2,11,0,3,-8.524,1
14,7,31,5,0,1,0,1,1,2,0,10,3,2,0,12.917,0
7,14,8,0,5,0,1,1,1,0,2,3,10,0,2,-12.917,1
15,23,44,2,4,0,0,1,1,0,3,5,10,1,1,-10.438,0
23,15,59,4,2,0,0,1,1,3,0,10,5,1,1,10.438,1
5,2,16,4,0,0,0,2,0,1,0,9,2,2,0,8.951,0
2,5,4,0,4,0,0,0,2,0,1,2,9,0,2,-8.951,1
3,18,4,2,2,0,0,0,2,0,1,3,8,0,1,-8.592,0
18,4,40,2,2,0,0,2,0,1,0,8,3,1,0,8.592,1
22,3,26,4,0,0,0,2,0,1,0,8,2,1,0,13.507,0
3,22,3,0,4,0,0,0,2,0,1,2,8,0,1,-13.507,1
8,24,15,0,3,0,0,0,2,0,1,1,11,0,3,-15.767,0
24,8,56,3,0,0,0,2,0,1,0,11,1,3,0,15.767,1
17,28,22,3,3,0,0,2,0,2,1,6,9,0,1,-5.903,0
28,17,66,3,3,0,0,0,2,1,2,9,6,1,0,5.903,1
2,12,3,0,3,0,0,1,1,0,1,2,8,0,1,-11.744,0
12,2,18,3,0,0,0,1,1,1,0,8,2,1,0,11.744,1
10,23,17,0,4,0,0,0,2,0,2,2,10,0,3,-13.325,0
23,10,42,4,0,0,0,2,0,2,0,10,2,3,0,13.325,1
4,14,15,1,2,0,0,0,2,0,1,1,9,0,2,-12.176,0
14,4,31,2,1,0,0,2,0,1,0,9,1,2,0,12.176,1
20,5,43,3,0,0,0,1,1,1,0,8,0,1,0,16.59,0
5,20,10,0,3,0,0,1,1,0,1,0,8,0,1,-16.59,1
24,10,40,4,2,0,0,0,2,2,0,10,2,2,0,14.225,0
10,24,14,2,4,0,0,2,0,0,2,2,10,0,2,-14.225,1
18,7,46,2,2,0,0,1,1,1,0,8,4,1,0,9.729,0
7,18,9,2,2,0,0,1,1,0,1,4,8,0,1,-9.729,1
6,14,10,2,3,0,0,1,1,0,1,2,8,0,1,-7.888,0
14,6,38,3,2,0,0,1,1,1,0,8,2,1,0,7.888,1
12,3,26,3,0,0,0,0,2,1,0,8,3,1,0,8.143,0
3,12,9,0,3,0,0,2,0,0,1,3,8,0,1,-8.143,1
5,20,12,0,2,0,0,0,2,0,0,0,9,0,2,-14.476,0
20,5,39,2,0,0,0,2,0,0,0,9,0,2,0,14.476,1
23,8,54,4,1,0,0,2,0,2,1,9,1,1,0,12.253,0
8,23,27,1,4,0,0,0,2,1,2,1,9,0,1,-12.253,1
10,15,25,2,4,1,0,1,1,0,2,5,10,0,2,-3.032,0
15,10,44,4,2,0,1,1,1,2,0,10,5,2,0,3.032,1
2,12,4,0,4,0,0,0,2,0,1,0,11,0,3,-15.704,0
12,2,26,4,0,0,0,2,0,1,0,11,0,3,0,15.704,1
5,17,14,1,3,0,0,1,1,0,1,1,10,0,2,-14.027,0
17,5,43,3,1,0,0,1,1,1,0,10,1,2,0,14.027,1
20,22,52,2,5,0,1,0,2,1,2,7,9,1,2,-7.208,0
22,20,48,5,2,1,0,2,0,2,1,9,7,2,1,7.208,1
15,5,30,2,2,0,0,0,2,1,0,11,0,3,0,8.463,0
5,15,16,2,2,0,0,2,0,0,1,0,11,0,3,-8.463,1
18,18,48,4,3,0,0,2,0,1,3,10,7,2,0,2.685,0
18,18,41,3,4,0,0,0,2,3,1,7,10,0,2,-2.685,1
2,12,4,1,3,0,0,1,1,0,1,1,9,0,1,-11.179,0
12,2,32,3,1,0,0,1,1,1,0,9,1,1,0,11.179,1
4,12,8,0,3,0,0,0,1,0,1,1,9,0,1,-9.476,0
12,4,17,3,0,0,0,1,0,1,0,9,1,1,0,9.476,1
15,9,32,4,1,0,0,1,1,2,0,11,3,4,0,8.102,0
9,15,14,1,4,0,0,1,1,0,2,3,11,0,4,-8.102,1
19,4,31,3,1,0,0,2,0,1,0,9,2,1,0,12.299,0
4,19,7,1,3,0,0,0,2,0,1,2,9,0,1,-12.299,1
12,11,27,3,1,0,0,2,0,1,0,10,3,2,0,7.947,0
11,12,18,1,3,0,0,0,2,0,1,3,10,0,2,-7.947,1
19,7,41,2,3,0,0,1,1,2,1,10,6,1,0,9.915,0
6,19,14,3,2,0,0,1,1,1,2,6,10,0,1,-9.915,1
3,13,6,0,5,0,1,0,2,0,2,2,10,0,2,-11.575,0
13,3,36,5,0,1,0,2,0,2,0,10,2,2,0,11.575,1
12,15,31,1,4,1,0,0,2,0,1,0,10,0,2,-7.857,0
15,12,38,4,1,0,1,2,0,1,0,10,0,2,0,7.857,1
3,10,3,1,4,0,0,2,0,0,1,4,8,0,1,-5.362,0
10,3,27,4,1,0,0,0,2,1,0,8,4,1,0,5.362,1
4,16,7,0,4,0,0,1,1,0,1,1,11,0,3,-14.517,0
16,4,48,4,0,0,0,1,1,1,0,11,1,3,0,14.517,1
9,11,21,1,3,0,0,1,1,0,1,1,9,0,1,-10.182,0
11,9,24,3,1,0,0,1,1,1,0,9,1,1,0,10.182,1
14,4,43,3,2,0,0,1,1,1,1,9,2,2,0,9.656,0
4,14,11,2,3,0,0,1,1,1,1,2,9,0,2,-9.656,1
14,7,36,3,1,0,0,1,1,1,0,8,1,1,0,8.179,0
7,14,17,1,3,0,0,1,1,0,1,1,8,0,1,-8.179,1
3,12,7,1,4,0,0,1,1,0,1,2,9,0,2,-10.131,0
12,4,20,4,1,0,0,1,1,1,0,9,2,2,0,10.131,1
0,11,0,2,2,0,0,0,2,0,1,0,10,0,1,-14.763,0
11,0,30,2,2,0,0,2,0,1,0,10,0,1,0,14.763,1
4,19,7,0,3,0,0,0,2,0,1,1,10,0,2,-17.502,0
19,4,46,3,0,0,0,2,0,1,0,10,1,2,0,17.502,1
12,2,27,2,2,0,0,2,0,1,0,11,2,3,0,13.271,0
2,12,5,2,2,0,0,0,2,0,1,2,11,0,3,-13.271,1
13,11,37,3,1,0,0,1,1,1,0,10,0,2,0,9.969,0
11,13,34,1,3,0,0,1,1,0,1,0,10,0,2,-9.969,1
12,5,33,4,1,0,0,2,0,2,0,9,4,2,0,5.559,0
5,12,13,1,4,0,0,0,2,0,2,4,9,0,2,-5.559,1
15,6,39,3,1,0,0,2,0,1,0,8,1,1,0,13.027,0
6,15,14,1,3,0,0,0,2,0,1,1,8,0,1,-13.027,1
12,3,27,5,0,1,0,2,0,2,0,10,3,4,0,12.42,0
3,12,7,0,5,0,1,0,2,0,2,3,10,0,4,-12.42,1
10,15,25,2,4,0,0,2,0,0,1,6,6,1,0,-3.516,0
14,10,24,4,2,0,0,0,2,1,0,6,6,0,1,3.516,1
13,5,27,4,1,0,0,2,0,1,0,9,3,1,0,8.302,0
5,13,10,1,4,0,0,0,2,0,1,3,9,0,1,-8.302,1
11,2,27,3,0,0,0,1,1,1,0,8,1,1,0,10.354,0
2,11,5,0,3,0,0,1,1,0,1,1,8,0,1,-10.354,1
2,14,4,1,3,0,0,0,2,0,1,0,11,0,3,-15.359,0
14,2,27,3,1,0,0,2,0,1,0,11,0,3,0,15.359,1
14,1,36,4,0,0,0,2,0,1,0,10,0,2,0,15.884,0
1,14,2,0,4,0,0,0,2,0,1,0,10,0,2,-15.884,1
10,10,23,0,4,0,0,2,0,0,1,0,10,0,2,-7.894,0
10,10,26,4,0,0,0,0,2,1,0,10,0,2,0,7.894,1
6,20,12,0,3,0,0,0,2,0,1,0,7,0,1,-10.735,0
20,6,50,3,0,0,0,2,0,1,0,7,0,1,0,10.735,1
19,16,46,4,3,0,0,1,1,0,1,7,5,1,1,0.407,0
16,19,37,3,4,0,0,1,1,1,0,5,7,1,1,-0.407,1
13,10,24,4,1,0,0,2,0,2,0,9,2,2,0,7.594,0
10,13,27,1,4,0,0,0,2,0,2,2,9,0,2,-7.594,1
13,5,37,1,2,0,0,2,0,1,0,9,2,1,0,11.052,0
5,13,13,2,1,0,0,0,2,0,1,2,9,0,1,-11.052,1
14,19,37,3,4,0,0,1,1,1,2,7,8,0,1,-1.478,0
19,14,48,4,3,0,0,1,1,2,1,8,7,1,0,1.478,1
12,0,30,3,0,0,0,1,1,1,0,9,3,1,0,9.936,0
0,12,0,0,3,0,0,1,1,0,1,3,9,0,1,-9.936,1
8,23,10,0,4,0,0,0,2,0,1,0,9,0,1,-16.998,0
23,8,52,4,0,0,0,2,0,1,0,9,0,1,0,16.998,1
4,11,8,1,3,0,0,1,1,0,1,1,9,0,1,-11.773,0
11,4,24,3,1,0,0,1,1,1,0,9,1,1,0,11.773,1
8,19,18,1,3,0,0,2,0,0,1,2,11,0,2,-13.256,0
19,8,40,3,1,0,0,0,2,1,0,11,2,2,0,13.256,1
14,3,38,4,0,0,0,2,0,1,0,9,2,1,0,11.853,0
3,14,8,0,4,0,0,0,2,0,1,2,9,0,1,-11.853,1
14,13,41,3,2,0,0,2,0,1,0,7,2,1,0,7.841,0
13,14,34,2,3,0,0,0,2,0,1,2,7,0,1,-7.841,1
19,6,50,4,1,0,0,0,2,2,0,11,3,3,0,12.865,0
6,19,13,1,4,0,0,2,0,0,2,3,11,0,3,-12.865,1
2,18,7,0,4,0,0,2,0,0,1,3,9,0,1,-11.288,0
18,2,46,4,0,0,0,0,2,1,0,9,3,1,0,11.288,1
21,7,50,2,1,0,0,2,0,1,0,11,0,3,0,12.498,0
7,21,19,1,2,0,0,0,2,0,1,0,11,0,3,-12.498,1
2,13,7,1,3,0,0,0,2,0,2,1,9,0,1,-13.363,0
13,2,27,3,1,0,0,2,0,2,0,9,1,1,0,13.363,1
5,17,12,0,4,0,0,1,1,0,1,3,10,0,1,-11.55,0
17,5,37,4,0,0,0,1,1,1,0,10,3,1,0,11.55,1
8,19,15,1,3,0,0,1,1,0,1,0,10,0,2,-10.989,0
19,8,36,3,1,0,0,1,1,1,0,10,0,2,0,10.989,1
16,18,36,4,2,0,1,1,1,0,2,4,9,0,2,-10.558,0
18,16,48,2,4,1,0,1,1,2,0,9,4,2,0,10.558,1
22,9,49,5,0,1,0,2,0,1,1,8,2,1,0,12.031,0
9,22,22,0,5,0,1,0,2,1,1,2,8,0,1,-12.031,1
14,4,35,3,0,0,0,1,1,0,0,8,2,1,0,9.093,0
4,14,7,0,3,0,0,1,1,0,0,2,8,0,1,-9.093,1
11,3,24,2,2,0,0,2,0,1,0,8,4,1,0,5.787,0
3,11,5,2,2,0,0,0,2,0,1,4,8,0,1,-5.787,1
7,16,16,2,4,0,0,2,0,0,1,3,8,0,1,-7.488,0
16,7,42,4,2,0,0,0,2,1,0,8,3,1,0,7.488,1
21,3,41,3,1,0,0,2,0,1,0,11,1,3,0,12.729,0
3,21,3,1,3,0,0,0,2,0,1,1,11,0,3,-12.729,1
9,3,18,3,1,0,0,1,1,1,0,8,3,1,0,8.433,0
3,9,10,1,3,0,0,1,1,0,1,3,8,0,1,-8.433,1
19,9,37,3,0,0,0,0,2,1,0,9,1,2,0,11.055,0
9,19,9,0,3,0,0,2,0,0,1,1,9,0,2,-11.055,1
6,14,18,1,5,0,1,0,2,0,1,2,7,0,1,-7.678,0
14,6,39,5,1,1,0,2,0,1,0,7,2,1,0,7.678,1
18,5,39,3,0,0,0,0,2,1,0,9,3,1,0,13.439,0
5,19,9,0,3,0,0,2,0,0,1,3,9,0,1,-13.439,1
7,22,13,0,4,0,0,1,1,0,1,2,9,0,2,-13.227,0
22,7,56,4,0,0,0,1,1,1,0,9,2,2,0,13.227,1
15,7,42,4,1,0,0,1,1,2,0,10,2,2,0,10.37,0
7,15,19,1,4,0,0,1,1,0,2,2,10,0,2,-10.37,1
18,9,47,3,3,0,0,2,0,2,0,11,1,3,0,10.74,0
9,18,23,3,3,0,0,0,2,0,2,1,11,0,3,-10.74,1
15,13,33,5,1,1,1,1,1,2,0,8,10,1,1,0.177,0
13,15,21,1,5,1,1,1,1,0,2,10,8,1,1,-0.177,1
21,6,53,4,1,0,0,2,0,2,0,11,4,4,0,10.576,0
6,21,9,1,4,0,0,0,2,0,2,4,11,0,4,-10.576,1
4,22,6,2,2,0,0,0,2,1,1,5,9,0,1,-12.87,0
22,4,49,2,2,0,0,2,0,1,1,9,5,1,0,12.87,1
19,6,34,3,1,0,0,1,1,1,0,9,2,1,0,9.615,0
6,19,12,1,3,0,0,1,1,0,1,2,9,0,1,-9.615,1
23,20,48,1,4,0,0,2,0,1,0,9,4,1,0,6.43,0
20,23,42,4,1,0,0,0,2,0,1,4,9,0,1,-6.43,1
20,20,49,3,4,0,0,1,1,2,2,11,4,4,0,0.859,0
20,20,48,4,3,0,0,1,1,2,2,4,11,0,4,-0.859,1
19,6,47,2,1,0,0,1,1,1,0,8,2,1,0,11.517,0
6,19,14,1,2,0,0,1,1,0,1,2,8,0,1,-11.517,1
12,15,25,1,4,0,0,1,1,0,1,3,9,0,2,-4.984,0
15,12,37,4,1,0,0,1,1,1,0,9,3,2,0,4.984,1
9,6,22,4,0,0,0,1,1,1,0,9,1,1,0,7.778,0
6,9,14,0,4,0,0,1,1,0,1,1,9,0,1,-7.778,1
24,12,48,3,0,0,0,1,1,1,0,10,1,2,0,16.138,0
12,24,21,0,3,0,0,1,1,0,1,1,10,0,2,-16.138,1
3,22,8,0,2,0,0,2,0,0,1,0,10,0,2,-17.439,0
22,3,49,2,0,0,0,0,2,1,0,10,0,2,0,17.439,1
18,5,40,3,2,0,0,0,2,1,0,11,4,3,1,11.938,0
5,18,9,2,3,0,0,2,0,0,1,4,11,1,3,-11.938,1
5,15,10,1,4,0,0,0,2,0,2,4,8,0,1,-10.19,0
15,5,29,4,1,0,0,2,0,2,0,8,4,1,0,10.19,1
17,5,49,3,1,0,0,2,0,1,0,9,3,1,0,11.276,0
5,17,13,1,3,0,0,0,2,0,1,3,9,0,1,-11.276,1
12,5,24,2,2,0,0,2,0,1,0,10,1,2,0,10.161,0
5,12,9,2,2,0,0,0,2,0,1,1,10,0,2,-10.161,1
13,22,37,0,4,0,0,1,1,1,0,5,7,0,1,-1.326,0
22,13,43,4,0,0,0,1,1,0,1,7,5,1,0,1.326,1
12,2,26,4,0,0,0,1,1,1,0,10,1,2,0,16.159,0
2,12,6,0,4,0,0,1,1,0,1,1,10,0,2,-16.159,1
8,18,13,1,5,0,1,1,1,0,2,3,9,0,1,-12.063,0
17,8,35,5,1,1,0,1,1,2,0,9,3,1,0,12.063,1
22,17,67,4,3,0,0,0,2,3,0,10,4,2,0,6.871,0
17,22,47,3,4,0,0,2,0,0,3,4,10,0,2,-6.871,1
3,14,3,0,4,0,0,0,2,0,1,2,8,0,1,-10.785,0
14,3,33,4,0,0,0,2,0,1,0,8,2,1,0,10.785,1
