firstblood,firstdragon,firstherald,firstbaron,firsttower,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,opp_killsat10,opp_assistsat10,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,opp_killsat15,opp_assistsat15,side
1,0,0,0,0,0,0,5,2,22.25,5.53,8,3,4,0,0,20.86,0.64,-10,4,6,0,0,0
0,1,1,1,1,1,1,2,5,-22.25,-5.53,-8,0,0,3,4,-20.86,-0.64,10,0,0,4,6,1
1,1,1,1,1,1,1,7,4,10.67,0.76,-9,1,2,0,0,21.36,6.18,-9,4,5,3,4,0
0,0,0,0,0,0,0,4,7,-10.67,-0.76,9,0,0,1,2,-21.36,-6.18,9,3,4,4,5,1
0,0,0,0,0,0,0,3,9,5.93,9.09,-26,5,5,2,1,-4.73,20.57,-18,6,8,2,1,0
1,1,1,0,1,1,1,9,3,-5.93,-9.09,26,2,1,5,5,4.73,-20.57,18,2,1,6,8,1
1,1,0,1,1,1,1,11,1,22.39,22.07,52,2,4,0,0,45.31,26.99,74,6,9,2,4,0
0,0,1,0,0,0,0,1,11,-22.39,-22.07,-52,0,0,2,4,-45.31,-26.99,-74,2,4,6,9,1
0,1,0,0,0,0,0,2,4,-19.99,-12.86,-12,1,1,5,6,-19.67,-12.72,6,3,2,9,13,0
1,0,1,1,1,1,1,4,2,19.99,12.86,12,5,6,1,1,19.67,12.72,-6,9,13,3,2,1
0,0,0,0,0,0,0,4,6,-9.91,-1.49,-9,2,4,3,5,-25.89,-3.8,-30,5,9,5,9,0
1,1,1,1,1,1,1,6,4,9.91,1.49,9,3,5,2,4,25.89,3.8,30,5,9,5,9,1
0,0,1,1,1,0,0,4,4,-7.93,-6.69,-1,4,10,6,8,-1.61,-3.89,2,5,12,6,8,0
1,1,0,0,0,1,1,4,4,7.93,6.69,1,6,8,4,10,1.61,3.89,-2,6,8,5,12,1
0,0,0,0,0,0,0,0,13,-35.07,-26.46,-26,3,4,9,8,-83.28,-41.23,-57,4,6,12,12,0
1,1,1,1,1,1,1,13,0,35.07,26.46,26,9,8,3,4,83.28,41.23,57,12,12,4,6,1
1,1,1,0,1,1,1,6,1,9.81,-9.97,2,0,0,0,0,4.3,-23.46,-16,1,2,2,2,0
0,0,0,0,0,0,0,1,6,-9.81,9.97,-2,0,0,0,0,-4.3,23.46,16,2,2,1,2,1
0,1,1,1,0,1,1,3,7,-0.87,8.74,2,0,0,0,0,-8.77,1.51,6,1,2,1,1,0
1,0,0,0,1,0,0,7,3,0.87,-8.74,-2,0,0,0,0,8.77,-1.51,-6,1,1,1,2,1
1,1,1,1,1,1,1,11,0,39.91,24.41,41,5,11,0,0,79.2,43.33,100,8,14,1,1,0
0,0,0,0,0,0,0,0,11,-39.91,-24.41,-41,0,0,5,11,-79.2,-43.33,-100,1,1,8,14,1
0,0,0,0,0,0,0,1,3,-31.14,-14.54,-14,1,2,5,12,-51.73,-34.46,-52,1,2,7,14,0
1,1,1,1,1,1,1,3,1,31.14,14.54,14,5,12,1,2,51.73,34.46,52,7,14,1,2,1
1,0,1,1,1,1,1,7,0,6.87,5.8,30,1,0,2,4,20.55,0.04,17,2,3,3,7,0
0,1,0,0,0,0,0,0,7,-6.87,-5.8,-30,2,4,1,0,-20.55,-0.04,-17,3,7,2,3,1
0,1,1,1,1,1,1,10,2,16.66,8.95,7,3,3,2,3,57.39,29.22,24,7,9,2,3,0
1,0,0,0,0,0,0,2,10,-16.66,-8.95,-7,2,3,3,3,-57.39,-29.22,-24,2,3,7,9,1
0,1,0,1,1,0,0,2,6,-16.48,-4.37,-11,0,0,1,1,-26.36,0.11,-10,0,0,1,1,0
1,0,1,0,0,1,1,6,2,16.48,4.37,11,1,1,0,0,26.36,-0.11,10,1,1,0,0,1
1,0,0,1,0,0,0,2,10,-14,-6.77,-44,0,0,0,0,-19.39,-2.38,-66,2,2,0,0,0
0,1,1,0,1,1,1,10,2,14,6.77,44,0,0,0,0,19.39,2.38,66,0,0,2,2,1
0,0,1,1,0,1,1,6,3,2.82,10.12,9,2,2,3,4,16.02,19.59,9,6,9,5,9,0
1,1,0,0,1,0,0,3,6,-2.82,-10.12,-9,3,4,2,2,-16.02,-19.59,-9,5,9,6,9,1
1,1,1,1,1,1,1,6,2,11.78,-4.77,-13,1,1,0,0,0.89,-30.48,-46,1,1,2,3,0
0,0,0,0,0,0,0,2,6,-11.78,4.77,13,0,0,1,1,-0.89,30.48,46,2,3,1,1,1
0,1,1,1,1,1,1,9,2,9.76,6.84,33,3,3,3,2,59.39,37.07,51,8,15,3,2,0
1,0,0,0,0,0,0,2,9,-9.76,-6.84,-33,3,2,3,3,-59.39,-37.07,-51,3,2,8,15,1
1,0,0,1,0,0,0,3,5,-8.28,3.92,3,2,6,5,7,-2.65,12.18,-5,5,9,6,8,0
0,1,1,0,1,1,1,5,3,8.28,-3.92,-3,5,7,2,6,2.65,-12.18,5,6,8,5,9,1
0,0,1,1,0,0,1,3,3,-0.11,-3.39,9,0,0,1,0,7.03,6.13,9,0,0,1,0,0
1,1,0,0,1,1,0,3,3,0.11,3.39,-9,1,0,0,0,-7.03,-6.13,-9,1,0,0,0,1
0,1,1,1,1,1,1,7,3,-4.45,-6.56,-18,0,0,2,2,19.17,17.01,-2,3,3,3,5,0
1,0,0,0,0,0,0,3,7,4.45,6.56,18,2,2,0,0,-19.17,-17.01,2,3,5,3,3,1
0,0,0,1,0,1,1,4,2,-10.6,-20.97,-17,0,0,1,1,-4.92,-6.64,-23,1,3,1,1,0
1,1,1,0,1,0,0,2,4,10.6,20.97,17,1,1,0,0,4.92,6.64,23,1,1,1,3,1
0,0,1,0,0,1,1,7,6,-8.5,6.04,-10,0,0,2,4,-16.08,-17.34,-43,1,2,4,7,0
1,1,0,1,1,0,0,6,7,8.5,-6.04,10,2,4,0,0,16.08,17.34,43,4,7,1,2,1
1,1,1,0,0,0,0,2,5,-2.14,-0.04,-2,2,3,2,4,-13.02,-6.76,15,3,3,5,8,0
0,0,0,1,1,1,1,5,2,2.14,0.04,2,2,4,2,3,13.02,6.76,-15,5,8,3,3,1
0,0,1,0,0,0,0,2,4,-8.37,-0.92,-3,0,0,1,3,-7.56,2.11,-15,1,1,1,3,0
1,1,0,1,1,1,1,4,2,8.37,0.92,3,1,3,0,0,7.56,-2.11,15,1,3,1,1,1
0,1,0,1,0,1,1,6,6,-1.37,-3.17,4,0,0,0,0,-10.82,-11.86,12,1,0,2,2,0
1,0,1,0,1,0,0,6,6,1.37,3.17,-4,0,0,0,0,10.82,11.86,-12,2,2,1,0,1
1,1,1,1,1,1,1,6,2,12.77,4.18,17,1,2,0,0,1.37,-12.04,1,1,2,3,8,0
0,0,0,0,0,0,0,2,6,-12.77,-4.18,-17,0,0,1,2,-1.37,12.04,-1,3,8,1,2,1
1,1,1,0,0,0,0,1,1,11.07,7.7,17,3,2,1,2,3.27,2.66,17,3,2,2,3,0
0,0,0,1,1,1,1,1,1,-11.07,-7.7,-17,1,2,3,2,-3.27,-2.66,-17,2,3,3,2,1
1,0,0,1,0,0,0,3,6,-0.65,-5.13,-14,0,0,0,0,-8.18,-11.33,-31,1,2,0,0,0
0,1,1,0,1,1,1,6,3,0.65,5.13,14,0,0,0,0,8.18,11.33,31,0,0,1,2,1
0,1,0,1,0,1,1,6,7,10.21,11.77,-3,4,6,1,1,11.17,25.17,20,6,7,2,3,0
1,0,1,0,1,0,0,7,6,-10.21,-11.77,3,1,1,4,6,-11.17,-25.17,-20,2,3,6,7,1
0,0,0,0,0,0,0,1,6,-8.83,-10.98,-26,0,0,2,3,-55.05,-32.04,-47,0,0,7,15,0
1,1,1,1,1,1,1,6,1,8.83,10.98,26,2,3,0,0,55.05,32.04,47,7,15,0,0,1
0,0,1,1,1,1,1,6,3,7.29,6.03,0,2,2,2,2,15.14,6.42,-9,3,3,3,2,0
1,1,0,0,0,0,0,3,6,-7.29,-6.03,0,2,2,2,2,-15.14,-6.42,9,3,2,3,3,1
0,0,0,1,1,1,0,4,6,-4.1,-0.17,2,3,8,3,6,-23.03,-14.17,-24,4,10,5,7,0
1,1,1,0,0,0,1,6,4,4.1,0.17,-2,3,6,3,8,23.03,14.17,24,5,7,4,10,1
0,0,1,1,0,1,0,1,2,-7.38,-0.8,17,0,0,2,4,-7.47,-8.87,5,0,0,2,4,0
1,1,0,0,1,0,1,2,1,7.38,0.8,-17,2,4,0,0,7.47,8.87,-5,2,4,0,0,1
1,0,1,1,1,1,1,6,1,4.24,-1.22,-7,3,5,3,8,-1.94,-12.02,-19,4,7,6,11,0
0,1,0,0,0,0,0,1,6,-4.24,1.22,7,3,8,3,5,1.94,12.02,19,6,11,4,7,1
1,0,1,0,1,1,1,7,2,4.98,-3.23,-2,2,3,2,2,7,-21.36,2,4,8,7,11,0
0,1,0,1,0,0,0,2,7,-4.98,3.23,2,2,2,2,3,-7,21.36,-2,7,11,4,8,1
0,0,0,0,0,0,0,4,7,-15.35,-6.72,-1,1,1,3,3,-17.55,10.04,28,2,1,4,5,0
1,1,1,1,1,1,1,7,4,15.35,6.72,1,3,3,1,1,17.55,-10.04,-28,4,5,2,1,1
0,0,0,1,0,0,0,4,5,-9.16,-1.64,13,0,0,2,2,-11.07,9.67,33,0,0,2,2,0
1,1,1,0,1,1,1,5,4,9.16,1.64,-13,2,2,0,0,11.07,-9.67,-33,2,2,0,0,1
0,1,1,0,0,1,0,1,2,-6.39,-4.13,-13,0,0,1,2,-9.7,0.53,-13,0,0,1,2,0
1,0,0,1,1,0,1,2,1,6.39,4.13,13,1,2,0,0,9.7,-0.53,13,1,2,0,0,1
1,1,1,1,1,1,1,5,4,1.8,-5.58,-4,0,0,0,0,22.49,8.32,3,4,4,1,2,0
0,0,0,0,0,0,0,4,5,-1.8,5.58,4,0,0,0,0,-22.49,-8.32,-3,1,2,4,4,1
0,0,1,0,0,0,0,6,7,-17.75,-20.09,-11,0,0,3,8,-21.13,-13.41,-10,1,1,3,8,0
1,1,0,1,1,1,1,7,6,17.75,20.09,11,3,8,0,0,21.13,13.41,10,3,8,1,1,1
0,0,0,0,0,0,0,1,2,-14.26,-15.38,-23,0,0,2,2,-30.66,-31.48,-48,1,2,5,4,0
1,1,1,0,1,1,1,2,1,14.26,15.38,23,2,2,0,0,30.66,31.48,48,5,4,1,2,1
0,0,1,1,1,1,1,3,4,-12.89,-9.86,-33,1,1,2,3,2.93,-0.03,-35,4,10,2,3,0
1,1,0,0,0,0,0,4,3,12.89,9.86,33,2,3,1,1,-2.93,0.03,35,2,3,4,10,1
0,1,0,1,1,1,1,8,2,19.18,10.88,45,3,4,1,1,39.06,33.04,89,8,11,3,2,0
1,0,1,0,0,0,0,2,8,-19.18,-10.88,-45,1,1,3,4,-39.06,-33.04,-89,3,2,8,11,1
0,0,0,0,0,0,0,2,2,-9.16,-10.66,-9,2,1,3,3,3.83,-3.71,-1,5,10,4,6,0
1,1,1,1,1,1,1,2,2,9.16,10.66,9,3,3,2,1,-3.83,3.71,1,4,6,5,10,1
0,0,1,1,1,1,0,7,7,7.29,5.8,-1,5,7,3,3,22.88,6.89,-8,8,14,4,5,0
1,1,0,0,0,0,1,7,7,-7.29,-5.8,1,3,3,5,7,-22.88,-6.89,8,4,5,8,14,1
1,0,1,1,1,1,1,4,0,5.42,5.47,1,0,0,0,0,5.07,-6.03,-30,0,0,0,0,0
0,1,0,0,0,0,0,0,4,-5.42,-5.47,-1,0,0,0,0,-5.07,6.03,30,0,0,0,0,1
1,0,1,0,0,0,0,4,11,-21.77,-17.87,-35,3,4,5,11,-54.75,-23.84,-71,4,4,8,14,0
0,1,0,1,1,1,1,11,4,21.77,17.87,35,5,11,3,4,54.75,23.84,71,8,14,4,4,1
1,1,1,1,1,0,1,4,1,15.21,6.47,-4,6,10,4,4,34.49,18.5,0,7,12,4,4,0
0,0,0,0,0,1,0,1,4,-15.21,-6.47,4,4,4,6,10,-34.49,-18.5,0,4,4,7,12,1
1,0,1,0,1,1,1,6,0,13.04,2.84,13,1,1,1,1,26.16,4.36,27,2,4,2,3,0
0,1,0,1,0,0,0,0,6,-13.04,-2.84,-13,1,1,1,1,-26.16,-4.36,-27,2,3,2,4,1
1,1,1,0,0,0,0,4,6,-10.87,-4.51,-14,1,1,2,3,-15.27,-17.7,-39,1,1,2,3,0
0,0,0,1,1,1,1,6,4,10.87,4.51,14,2,3,1,1,15.27,17.7,39,2,3,1,1,1
0,0,0,0,0,0,0,4,7,-12.9,-3.19,-14,1,3,4,7,-28.83,4.53,-15,2,5,6,11,0
1,1,1,1,1,1,1,7,4,12.9,3.19,14,4,7,1,3,28.83,-4.53,15,6,11,2,5,1
0,1,1,0,1,1,1,7,2,1.38,-1.63,-3,0,0,0,0,11.03,4.53,13,1,1,1,1,0
1,0,0,1,0,0,0,2,7,-1.38,1.63,3,0,0,0,0,-11.03,-4.53,-13,1,1,1,1,1
0,0,1,0,1,1,1,7,3,3,3.58,19,0,0,1,1,5.39,-16.76,-29,0,0,1,1,0
1,1,0,1,0,0,0,3,7,-3,-3.58,-19,1,1,0,0,-5.39,16.76,29,1,1,0,0,1
1,1,0,1,1,1,1,6,1,28.66,26.31,48,4,4,1,2,40.54,30.87,61,4,4,1,2,0
0,0,1,0,0,0,0,1,6,-28.66,-26.31,-48,1,2,4,4,-40.54,-30.87,-61,1,2,4,4,1
0,0,0,0,1,0,0,2,6,-24.89,-11.87,-29,0,0,4,5,-31.42,-16.65,-51,2,1,7,9,0
1,1,1,1,0,1,1,6,2,24.89,11.87,29,4,5,0,0,31.42,16.65,51,7,9,2,1,1
1,0,1,1,0,0,1,5,5,10.01,3.58,4,4,7,3,11,-3.12,-18.13,-19,4,7,5,16,0
0,1,0,0,1,1,0,5,5,-10.01,-3.58,-4,3,11,4,7,3.12,18.13,19,5,16,4,7,1
1,0,1,1,1,1,1,6,3,18.65,1.51,2,4,4,1,1,29.34,-0.74,17,6,10,3,3,0
0,1,0,0,0,0,0,3,6,-18.65,-1.51,-2,1,1,4,4,-29.34,0.74,-17,3,3,6,10,1
0,0,0,1,0,0,0,2,5,-20.23,-28.55,-40,1,2,3,6,-23.56,-17.27,-27,2,3,5,9,0
1,1,1,0,1,1,1,5,2,20.23,28.55,40,3,6,1,2,23.56,17.27,27,5,9,2,3,1
1,1,1,1,1,1,1,5,1,6.22,-1.92,20,0,0,0,0,22.25,5.07,15,1,2,0,0,0
0,0,0,0,0,0,0,1,5,-6.22,1.92,-20,0,0,0,0,-22.25,-5.07,-15,0,0,1,2,1
0,0,0,0,0,0,0,2,4,-16.07,-2.7,-25,1,1,2,2,-18.72,0.19,-23,1,1,2,2,0
1,1,1,1,1,1,1,4,2,16.07,2.7,25,2,2,1,1,18.72,-0.19,23,2,2,1,1,1
1,0,0,1,1,1,1,3,3,8.29,2.73,31,3,4,3,3,14.25,10.88,27,6,8,4,4,0
0,1,1,0,0,0,0,3,3,-8.29,-2.73,-31,3,3,3,4,-14.25,-10.88,-27,4,4,6,8,1
0,0,0,0,0,0,0,2,8,-21.2,-3,-16,0,0,2,2,-44.52,-9.65,-19,3,3,7,9,0
1,1,1,1,1,1,1,8,2,21.2,3,16,2,2,0,0,44.52,9.65,19,7,9,3,3,1
1,0,0,1,0,1,1,6,5,6.87,-4.07,22,3,3,3,5,7.22,-14.31,7,4,6,4,5,0
0,1,1,0,1,0,0,5,6,-6.87,4.07,-22,3,5,3,3,-7.22,14.31,-7,4,5,4,6,1
0,1,1,1,0,1,1,6,6,-11.58,-8.21,-53,6,10,5,12,3.41,9.17,-68,12,25,7,15,0
1,0,0,0,1,0,0,6,6,11.58,8.21,53,5,12,6,10,-3.41,-9.17,68,7,15,12,25,1
1,1,0,0,1,1,1,6,4,17.4,8.31,52,3,4,2,1,12.08,19.9,69,8,14,8,12,0
0,0,1,1,0,0,0,4,6,-17.4,-8.31,-52,2,1,3,4,-12.08,-19.9,-69,8,12,8,14,1
0,1,1,1,0,1,1,5,7,9.39,7.6,17,3,6,2,1,5.1,-10.22,-2,4,7,4,3,0
1,0,0,0,1,0,0,7,5,-9.39,-7.6,-17,2,1,3,6,-5.1,10.22,2,4,3,4,7,1
1,0,1,1,1,0,0,6,7,12.51,2.16,-22,3,6,0,0,24.22,-7.53,-36,4,7,0,0,0
0,1,0,0,0,1,1,7,6,-12.51,-2.16,22,0,0,3,6,-24.22,7.53,36,0,0,4,7,1
1,0,1,1,1,1,1,10,3,20.75,21.8,4,7,12,3,6,91.51,63.32,56,15,25,3,6,0
0,1,0,0,0,0,0,3,10,-20.75,-21.8,-4,3,6,7,12,-91.51,-63.32,-56,3,6,15,25,1
1,0,1,1,0,0,1,7,6,1.39,3.84,10,1,2,2,1,-6.48,-9.31,-8,1,2,3,4,0
0,1,0,0,1,1,0,6,7,-1.39,-3.84,-10,2,1,1,2,6.48,9.31,8,3,4,1,2,1
1,1,0,1,1,0,1,7,5,25.48,7.35,-9,5,8,0,0,55.65,37.51,10,11,18,1,2,0
0,0,1,0,0,1,0,5,7,-25.48,-7.35,9,0,0,5,8,-55.65,-37.51,-10,1,2,11,18,1
0,1,1,0,1,0,0,7,4,9.85,-0.87,-9,2,2,3,4,-11.91,-20.19,-51,3,3,5,9,0
1,0,0,1,0,1,1,4,7,-9.85,0.87,9,3,4,2,2,11.91,20.19,51,5,9,3,3,1
1,0,1,1,0,0,0,3,2,-3.81,-7.17,-27,1,1,4,5,-13.07,-22.85,-67,2,2,6,6,0
0,1,0,0,1,1,1,2,3,3.81,7.17,27,4,5,1,1,13.07,22.85,67,6,6,2,2,1
0,0,1,0,0,0,0,5,7,-19.94,-10.46,-53,0,0,2,2,-26.54,-16.69,-73,1,2,2,2,0
1,1,0,1,1,1,1,7,5,19.94,10.46,53,2,2,0,0,26.54,16.69,73,2,2,1,2,1
1,0,1,1,0,0,0,6,8,-4.9,-4.29,7,5,7,3,8,-13.74,-6.99,21,5,7,4,9,0
0,1,0,0,1,1,1,8,6,4.9,4.29,-7,3,8,5,7,13.74,6.99,-21,4,9,5,7,1
0,1,0,0,0,1,1,5,7,-17.89,-5.12,-14,1,1,1,0,-14.47,5.84,-12,2,3,1,0,0
1,0,1,1,1,0,0,7,5,17.89,5.12,14,1,0,1,1,14.47,-5.84,12,1,0,2,3,1
0,0,1,1,0,0,0,2,6,-15.33,-11.57,-31,1,1,2,6,-41.41,-33.05,-75,1,1,2,6,0
1,1,0,0,1,1,1,6,2,15.33,11.57,31,2,6,1,1,41.41,33.05,75,2,6,1,1,1
0,0,1,1,1,1,1,8,1,8.03,-0.35,0,4,8,2,3,21.64,-0.86,6,4,8,2,3,0
1,1,0,0,0,0,0,1,8,-8.03,0.35,0,2,3,4,8,-21.64,0.86,-6,2,3,4,8,1
1,0,1,1,1,1,1,4,1,14.93,10.63,35,2,2,1,0,32.44,12.6,22,6,8,3,2,0
0,1,0,0,0,0,0,1,4,-14.93,-10.63,-35,1,0,2,2,-32.44,-12.6,-22,3,2,6,8,1
1,0,0,0,0,0,0,0,3,1.79,5.72,-13,2,4,1,2,-17.49,0.33,-30,2,4,2,3,0
0,1,1,1,1,1,1,3,0,-1.79,-5.72,13,1,2,2,4,17.49,-0.33,30,2,3,2,4,1
1,0,1,0,1,1,1,6,3,15.07,5.98,27,3,2,1,2,33.94,0.58,11,5,6,1,2,0
0,1,0,1,0,0,0,3,6,-15.07,-5.98,-27,1,2,3,2,-33.94,-0.58,-11,1,2,5,6,1
1,0,1,0,0,0,0,5,9,-10.13,-2.61,-15,0,0,0,0,-16.33,-13.71,-43,3,6,2,6,0
0,1,0,1,1,1,1,9,5,10.13,2.61,15,0,0,0,0,16.33,13.71,43,2,6,3,6,1
1,0,1,1,0,0,0,4,3,-3.05,-2.63,-11,0,0,0,0,-4.29,-15.65,-37,0,0,0,0,0
0,1,0,0,1,1,1,3,4,3.05,2.63,11,0,0,0,0,4.29,15.65,37,0,0,0,0,1
0,0,0,0,0,0,0,0,7,-10.85,-2.7,-20,1,1,1,0,-26.63,-13.46,-44,1,1,1,0,0
1,1,1,1,1,1,1,7,0,10.85,2.7,20,1,0,1,1,26.63,13.46,44,1,0,1,1,1
0,0,1,0,0,1,0,2,3,0.88,-1.25,-14,2,2,1,2,-9.51,-19.15,-32,3,3,3,3,0
1,1,0,1,1,0,1,3,2,-0.88,1.25,14,1,2,2,2,9.51,19.15,32,3,3,3,3,1
0,1,1,1,0,1,0,5,6,6.7,11.5,-6,3,5,2,4,-2.53,-2.18,-46,7,9,5,7,0
1,0,0,0,1,0,1,6,5,-6.7,-11.5,6,2,4,3,5,2.53,2.18,46,5,7,7,9,1
1,1,0,0,1,1,1,8,6,20.21,8.6,-6,4,7,1,2,29.42,14.06,-23,8,10,3,7,0
0,0,1,1,0,0,0,6,8,-20.21,-8.6,6,1,2,4,7,-29.42,-14.06,23,3,7,8,10,1
1,1,1,0,0,1,0,3,5,8.54,-0.94,-3,4,7,3,6,2.91,-6.95,-25,5,7,4,8,0
0,0,0,1,1,0,1,5,3,-8.54,0.94,3,3,6,4,7,-2.91,6.95,25,4,8,5,7,1
0,1,0,0,1,0,0,4,3,-8.99,-7.8,-22,1,1,2,1,-6.3,-3.66,-17,2,2,3,1,0
1,0,1,1,0,1,1,3,4,8.99,7.8,22,2,1,1,1,6.3,3.66,17,3,1,2,2,1
0,1,1,0,1,0,0,6,3,-9.44,-7.77,5,0,0,2,3,-14.46,-16.16,8,0,0,4,9,0
1,0,0,1,0,1,1,3,6,9.44,7.77,-5,2,3,0,0,14.46,16.16,-8,4,9,0,0,1
0,1,0,1,1,1,1,4,4,-4.37,-0.3,-3,2,4,3,8,-3.37,4.57,3,4,8,4,11,0
1,0,1,0,0,0,0,4,4,4.37,0.3,3,3,8,2,4,3.37,-4.57,-3,4,11,4,8,1
0,0,1,1,1,1,1,3,6,-2.38,-6.52,-41,0,0,0,0,-3.36,-5.11,-40,2,4,2,3,0
1,1,0,0,0,0,0,6,3,2.38,6.52,41,0,0,0,0,3.36,5.11,40,2,3,2,4,1
1,1,0,0,0,1,1,1,3,-7.05,5.96,-14,1,1,1,1,9.06,19.36,-5,5,7,2,3,0
0,0,1,0,1,0,0,3,1,7.05,-5.96,14,1,1,1,1,-9.06,-19.36,5,2,3,5,7,1
1,1,1,1,1,1,1,5,0,16.5,4.89,5,2,4,0,0,52.74,36.32,28,7,10,0,0,0
0,0,0,0,0,0,0,0,5,-16.5,-4.89,-5,0,0,2,4,-52.74,-36.32,-28,0,0,7,10,1
0,0,0,0,0,1,0,3,0,9.02,4.48,-10,4,6,3,3,15.64,8.84,-5,4,6,3,3,0
1,1,1,1,1,0,1,0,3,-9.02,-4.48,10,3,3,4,6,-15.64,-8.84,5,3,3,4,6,1
1,0,1,1,1,0,1,5,4,5.41,-6.93,-13,2,4,1,1,8.76,-12.89,-42,3,7,2,1,0
0,1,0,0,0,1,0,4,5,-5.41,6.93,13,1,1,2,4,-8.76,12.89,42,2,1,3,7,1
1,1,0,0,0,0,0,3,8,-3.96,-14.83,-25,2,1,2,2,-29.76,-14.33,-32,3,4,5,5,0
0,0,1,1,1,1,1,8,3,3.96,14.83,25,2,2,2,1,29.76,14.33,32,5,5,3,4,1
1,0,1,0,1,0,0,7,6,-3.61,-16.04,-44,4,7,4,8,-1.64,-10.35,-41,5,8,5,10,0
0,1,0,1,0,1,1,6,7,3.61,16.04,44,4,8,4,7,1.64,10.35,41,5,10,5,8,1
0,0,1,0,1,1,1,5,2,6.63,-2.08,-2,0,0,0,0,-9.4,-16.92,-11,1,2,3,8,0
1,1,0,1,0,0,0,2,5,-6.63,2.08,2,0,0,0,0,9.4,16.92,11,3,8,1,2,1
0,1,0,1,0,0,0,3,6,-13.91,-3.85,9,0,0,2,4,-22.59,5.59,25,1,1,4,10,0
1,0,1,0,1,1,1,6,3,13.91,3.85,-9,2,4,0,0,22.59,-5.59,-25,4,10,1,1,1
0,0,0,0,0,0,0,4,5,-2.87,-1.88,18,0,0,1,1,-6.73,7.42,33,0,0,2,4,0
1,1,1,1,1,1,1,5,4,2.87,1.88,-18,1,1,0,0,6.73,-7.42,-33,2,4,0,0,1
0,1,1,1,1,1,1,6,0,0.11,-6.22,-18,3,6,3,4,19.44,5.82,4,4,7,4,5,0
1,0,0,0,0,0,0,0,6,-0.11,6.22,18,3,4,3,6,-19.44,-5.82,-4,4,5,4,7,1
1,0,1,1,0,1,1,7,4,5.06,5.94,-9,1,2,1,0,8.83,0.36,-10,2,4,2,1,0
0,1,0,0,1,0,0,4,7,-5.06,-5.94,9,1,0,1,2,-8.83,-0.36,10,2,1,2,4,1
1,0,0,1,1,0,0,4,2,1.17,-4.88,-8,0,0,0,0,2.57,7.26,7,0,0,0,0,0
0,1,1,0,0,1,1,2,4,-1.17,4.88,8,0,0,0,0,-2.57,-7.26,-7,0,0,0,0,1
1,1,1,0,0,1,0,5,3,11.5,-0.53,13,1,1,1,1,2.1,-14.2,-6,1,1,3,5,0
0,0,0,1,1,0,1,3,5,-11.5,0.53,-13,1,1,1,1,-2.1,14.2,6,3,5,1,1,1
1,0,1,0,0,0,0,2,6,-13.37,-3.38,-20,1,0,3,8,-23.57,-21.35,-43,1,0,3,8,0
0,1,0,1,1,1,1,6,2,13.37,3.38,20,3,8,1,0,23.57,21.35,43,3,8,1,0,1
0,0,1,0,0,0,0,0,2,-19.72,-15.12,-41,0,0,3,3,-25.69,-22.43,-81,2,6,4,6,0
1,1,0,1,1,1,1,2,0,19.72,15.12,41,3,3,0,0,25.69,22.43,81,4,6,2,6,1
0,1,0,1,1,0,0,2,3,-14.03,-6.12,4,0,0,2,2,-12.47,1.19,14,0,0,2,2,0
1,0,1,0,0,1,1,3,2,14.03,6.12,-4,2,2,0,0,12.47,-1.19,-14,2,2,0,0,1
1,1,0,0,1,1,1,5,5,8.75,4.3,3,1,1,0,0,16.83,11.67,7,4,6,2,3,0
0,0,1,1,0,0,0,5,5,-8.75,-4.3,-3,0,0,1,1,-16.83,-11.67,-7,2,3,4,6,1
0,0,0,1,0,0,1,4,6,11.35,12.88,32,4,8,2,2,3.47,6.03,47,4,8,2,2,0
1,1,1,0,1,1,0,6,4,-11.35,-12.88,-32,2,2,4,8,-3.47,-6.03,-47,2,2,4,8,1
0,1,0,1,1,1,1,7,3,1.73,1.16,8,1,1,2,5,10.03,1.31,1,3,3,3,5,0
1,0,1,0,0,0,0,3,7,-1.73,-1.16,-8,2,5,1,1,-10.03,-1.31,-1,3,5,3,3,1
0,0,0,0,0,0,0,2,11,-30.88,-26.64,-32,1,1,5,8,-57.59,-25.67,-30,1,1,6,10,0
1,1,1,1,1,1,1,11,2,30.88,26.64,32,5,8,1,1,57.59,25.67,30,6,10,1,1,1
0,0,1,1,1,1,1,3,1,15.94,10.94,36,7,11,3,6,11.25,3.2,29,8,13,5,8,0
1,1,0,0,0,0,0,1,3,-15.94,-10.94,-36,3,6,7,11,-11.25,-3.2,-29,5,8,8,13,1
0,0,1,1,1,1,1,6,3,35.61,10.31,18,6,11,1,1,34.7,6.77,14,7,11,3,4,0
1,1,0,0,0,0,0,3,6,-35.61,-10.31,-18,1,1,6,11,-34.7,-6.77,-14,3,4,7,11,1
0,1,1,1,1,0,0,4,4,-23.65,-2.63,-22,1,1,4,6,-3.64,2.44,-38,3,5,5,8,0
1,0,0,0,0,1,1,4,4,23.65,2.63,22,4,6,1,1,3.64,-2.44,38,5,8,3,5,1
1,0,0,0,0,0,0,0,4,-7.05,3.12,0,0,0,0,0,1.64,9.91,4,3,8,1,2,0
0,1,1,1,1,1,1,4,0,7.05,-3.12,0,0,0,0,0,-1.64,-9.91,-4,1,2,3,8,1
0,0,1,0,1,1,1,6,0,7.07,17.18,36,0,0,1,2,16.81,23.06,40,1,0,2,4,0
